Name,Type,Attunement,Price,Source,Damage,Description
Quill of Chicken Scratch,Wondrous item,No,100 GP,GSB,-,A humorous magical quill that produces intentionally chicken-scratch-like writing.
Radiant Teapot,Wondrous Item,No,100 GP,GSB,Potentially radiant if used offensively; primarily utility,A magical teapot associated with warm radiant light and tea.
Redsmith Carrying Pack,Wondrous Item,No,100 GP,GSB,-,A magical pack designed to make carrying smithing tools and materials easier.
Redsmith Crucible Set,Wondrous Item,No,100 GP,GSB,-,A magical metalworking crucible set that assists with smithing and crafting.
Redsmith Hammer,Weapon (light hammer),No,B+100 GP,GSB,Weapon damage,A magical smithing hammer that assists with metalworking and crafting.
Ring of Busy Hands,Ring,No,100 GP,GSB,-,"While wearing this ring, you can choose to create a Tiny, obviously magical illusion around your hand whenever you make a recognizable hand gesture, such as conjuring an illusory hat when tipping one or a cup when miming a drink."
Ring of Busy Hands,Ring,No,100 GP,GSB,-,"While wearing this ring, you can choose to create a Tiny, obviously magical illusion around your hand whenever you make a recognizable hand gesture, such as conjuring an illusory hat when tipping one or a cup when miming a drink."
Ring of Gestures,Ring,No,100 GP,GSB,-,A magical ring designed to enhance or communicate gestures through minor magical effects.
Ring of Names,Ring,No,100 GP,GSB,-,"When you shake hands with a humanoid, you can make an Insight check contested by its Deception check. On a success, you magically learn the name it would give a casual acquaintance and that name appears on the ring's inner parchment. Once successful, this property recharges at dawn."
Ring of Perching,Ring,No,100 GP,GSB,-,"As an action, hold the ring-bearing finger aloft and whistle its command melody to call the nearest harmless Tiny bird within 60 feet to perch on it. You gain +1d4 to Animal Handling checks made to interact with a bird perched this way."
Ring of Roses,Ring,No,100 GP,GSB,-,A magical ring associated with roses and capable of producing a minor floral effect.
Ring of Silverware,Ring,No,100 GP,GSB,-,"As a bonus action while wearing this ring, you can mentally transform it into a fork, spoon, or another harmless cook's utensil such as a ladle or spatula. It returns to ring form when you mentally end the effect or stop holding it."
Ring of the Candle Keeper,Ring,No,100 GP,GSB,-,"A magical ring designed to assist with carrying, maintaining, or magically tending candles and small flames."
Ring of the Distant Digit,Ring,Yes,100 GP,GSB,-,"As an action while wearing this ring, you can make the finger bearing it become ghostly and create a magical duplicate finger that pokes, presses, or taps something you can see within 30 feet; the duplicate then vanishes and your finger returns to normal."
Ring of the Fowl Sentinel,Ring,No,100 GP,GSB,-,A magical ring themed around birds that provides a minor bird- or watchfulness-related benefit.
Ring of the Printless,Ring,No,100 GP,GSB,-,"While wearing this ring, your hands leave no fingerprints or natural skin oil on objects you touch."
Rings of the Secret Scribe,Ring,No,100 GP,GSB,-,"This pair functions only on adjacent fingers. While pinching those fingers together as if writing, you can magically write on any surface within 1 inch of them, producing ordinary ink in a color of your choice."
Rival Coin,Wondrous Item,-,100 GP,DMG,-,A magical coin associated with a rival or paired object and useful for a minor magical connection.
Rod of Endless Light,Wondrous Item,No,100 GP,GSB,-,"As an action while holding the rod, speak its command word to make it shed bright light for 20 feet and dim light for another 20 feet for up to 1 hour. You can end it with the command word and change the light's color as a bonus action."
Rope Caster,"Weapon (crossbow, hand)",No,B+100 GP,GSB,0,"This hand crossbow is loaded with rope as a bonus action. A ranged attack can fire the rope at a willing creature or unattended object; on a hit it deals no damage and magically loops and securely ties the rope around the target, forming a harmless harness on a willing creature."
Rope Cobra,Wondrous Item,No,100 GP,GSB,-,"As an action, animate this 30-foot rope into a cobra for up to 1 minute; you can command it each turn. It has AC 11, 2 HP, resistance to all damage, speed 30 feet, climb speed 15 feet on non-smooth surfaces, 30-foot blindsight, and escape DC 10. It can't attack and recharges at dawn."
Rope of Mending,Wondrous Item,-,100 GP,DMG,-,A rope that magically repairs itself when damaged or severed.
Rose Quartz Koi,Wondrous Item,No,100 GP,GSB,-,"When placed underwater, this Tiny 2-pound crystal fish animates and swims within a 5-foot cube. In a saltwater container no larger than 5 feet on a side, it turns the water fresh after 10 minutes; you can recapture it as an action."
Ruby of the War Mage,Wondrous Item,Attunement,100 GP,DMG,-,A ruby that allows a weapon to be used as a spellcasting focus.
Scarring Axe,Weapon (any axe),No,B+100 GP,GSB,Weapon damage,"A magical axe associated with wounds and scars, providing an additional scar-forming magical effect on its attacks."
Scroll of Exclamation,Scroll,No,50 GP,GSB,-,"A magical communication scroll that amplifies written words when read aloud, projecting them clearly over a long distance."
Scroll of Film,Scroll,No,50 GP,GSB,-,A magical scroll associated with recording or displaying images and scenes like a strip of film.
Scroll of Instant Cookies,Scroll,No,50 GP,GSB,-,"A scroll that turns pressed sections of parchment into freshly baked cookies; each foot produces a batch, and the remaining rolling pin functions as a magical club."
Scroll of Miraculous Mail,Scroll,No,50 GP,GSB,-,A magical scroll used to send or receive messages through supernatural mail-like transportation.
Seat Belt,Wondrous Item,No,100 GP,GSB,-,A magical belt that secures a rider or wearer and helps prevent falls.
Sensory Snifter,Potion,No,50 GP,GSB,-,A magical drinking vessel designed to enhance or alter sensory experiences associated with its contents.
Sentry Candle,Wondrous Item,No,100 GP,GSB,-,A candle that can act as a magical lookout or warning device.
Shapeshifters Circlet,Wondrous Item,No,100 GP,GSB,-,A magical circlet associated with changing or disguising physical appearance.
Shield of Expression,Armor,-,B+100 GP,DMG,-,A shield whose face can magically display different expressions.
Shifter's Shine (Common),Potion,No,50 GP,GSB,-,A magical beverage that temporarily improves the drinker's appearance and lets the drinker treat one Charisma check as a 10; an uncommon version also grants alter self for a limited time.
Shimmering Spectacles,Wondrous Item,No,100 GP,GSB,-,Magical spectacles that produce a shimmering appearance while assisting sight or observation.
Shipwright's Watch,Wondrous Item,No,100 GP,GSB,-,A magical watch designed to assist shipwrights and maritime work.
Silver Coin of Duvra,Wondrous Item,Yes,100 GP,GSB,-,A magical silver coin associated with Duvra and a whimsical social or luck-based effect.
Silver Star Cane,Weapon (rapier),No,B+100 GP,GSB,Weapon damage if used as a cane weapon,A silvered magical cane with a star-themed utility or defensive effect.
Silvered Weapon,Weapon,-,B+100 GP,DMG,Weapon's normal damage,A weapon treated with magical silver for overcoming certain creature resistances.
Singing Stein,Wondrous Item,No,100 GP,GSB,-,A magical drinking stein that can sing or produce musical effects.
Sleepytime Sheep Stuffy,Wondrous Item,No,100 GP,GSB,-,A magical stuffed sheep that helps with sleep and comfort.
Smash Potatoes,Wondrous Item,No,100 GP,GSB,Bludgeoning if used as an improvised thrown food/object,A magical potato-themed novelty item with a playful smashing effect.
Smoldering Armor,Armor,-,B+100 GP,DMG,Fire,"Armor that continually gives off harmless smoke, embers, and a smoldering appearance."
Snake Oil (Common),Potion,No,50 GP,GSB,-,"A humorous magical potion associated with exaggerated salesmanship and deceptive claims, providing a minor supernatural benefit."
Snow Rider's Sleigh,Wondrous Item,No,100 GP,GSB,-,A magical sleigh designed to travel efficiently across snow and icy terrain.
Snowball Mittens,Wondrous Item,No,100 GP,GSB,Cold/bludgeoning damage if used to create magical snowball attacks,Magical mittens that assist with making and throwing snowballs.
Spark,Wondrous Item,-,100 GP,EB,Fire + Lightning,A tiny magical source of sparks useful for creating a small flame or ignition.
Spell Scroll (Common),Scroll,-,Varies,DMG,Varies,"This scroll contains a single spell. A creature with that spell on its class spell list can attempt to cast it from the scroll, using the scroll's fixed spell attack bonus and save DC; the writing disappears after a successful casting."
Spool of Shadow,Wondrous Item,No,100 GP,GSB,-,A magical spool containing shadowy thread useful for concealment and trickery.
Staff of Adornment,Staff,-,100 GP,DMG,-,A staff that creates small decorative magical effects.
Staff of Birdcalls,Staff,-,100 GP,DMG,-,A staff capable of producing convincing bird calls.
Staff of Flowers,Staff,-,100 GP,DMG,-,A staff capable of producing harmless flowers and floral effects.
Stalwart Staff,Staff,No,100 GP,GSB,None beyond its normal weapon damage,A dependable magical staff intended to improve the user's resilience or defensive capability.
Stamp of Shipping,Wondrous Item,No,100 GP,GSB,-,A magical stamp that assists with preparing packages and shipping objects.
Starlight Lamp,Wondrous item,No,100 GP,GSB,-,A lamp that produces gentle starlight-like illumination.
Status Signets,Ring,No,100 GP,GSB,-,Paired rings that let wearers within 100 feet magically sense one another's current hit points and condition.
Steps of the Trickster,Wondrous Item,No,100 GP,GSB,-,Magical footwear or steps that provide a trickster-themed movement or positioning benefit.
Stick of Shaking,Wand,No,100 GP,GSB,-,A magical stick that produces a shaking or vibrating effect for humorous or utility purposes.
Storm Seer Lamp,Wondrous Item,No,100 GP,GSB,Potentially lightning-themed effects,A magical lamp that helps sense or display approaching storms.
Storyteller's Stein,Wondrous Item,No,100 GP,GSB,-,A magical drinking stein associated with storytelling and entertainment.
Stylists Circlet,Wondrous Item,No,100 GP,GSB,-,A magical circlet that assists with changing or improving hairstyles and personal appearance.
Sun and Moon Shield,Armor (shield),No,B+100 GP,GSB,-,A shield decorated with living sun and moon imagery that can shed bright light for 20 feet and dim light for another 20 feet for up to 1 hour; the light changes between warm and cool tones with the time of day.
Sylvan Talon,Weapon,Attunement,B+100 GP,DMG,Weapon's normal damage,A claw-shaped magical item associated with sylvan or fey magic.
Talking Doll,Wondrous Item,Attunement,100 GP,DMG,-,A magical doll capable of speaking or communicating messages.
Talking Wand,Wand,-,100 Gp,EB,-,A wand capable of magical speech or communication.
Tankard of Sobriety,Wondrous Item,-,100 GP,DMG,-,A magical tankard that suppresses the normal effects of intoxication.
Tea Weird,Wondrous Item,No,100 GP,GSB,-,A strange magical tea with an unusual supernatural effect.
Tear of Gaia,Wondrous Item,No,100 GP,GSB,-,"A magical tear-shaped item associated with nature, earth, and the living world."
Thurimbar Rod,Musical Instrument,-,100 Gp,EB,-,A magical rod associated with Thurimbar and useful for arcane purposes.
Tide Turner,Wondrous Item,No,100 GP,GSB,None or water-related,A magical item associated with changing tides and manipulating water.
Torpedo Arrow,Weapon (arrow),No,B+100 GP,GSB,Normal arrow damage with an enhanced forceful/propulsive effect,An arrow designed to launch toward its target with exceptional speed and impact.
Tote of Tricky Treat Sugarbombs,Wondrous Item,No,100 GP,GSB,-,A magical bag of sweets that produces playful candy-themed effects.
Turtle Brooch,Wondrous Item,No,100 GP,GSB,-,A turtle-themed brooch that provides a minor defensive or aquatic benefit.
Uorik Juice Cup,Wondrous Item,No,100 GP,GSB,-,A magical cup associated with Uorik and a whimsical beverage-related effect.
Uul'kur,Wondrous Item,-,250 GP,EB,-,A mysterious magical item associated with an unusual supernatural power.
Veteran's Cane,Wondrous Item,-,100 GP,DMG,-,A magical cane with a concealed adventuring or weapon-related function.
Vial of Snail Slime,Wondrous item,No,100 GP,GSB,-,"A vial containing magical snail slime useful for lubrication, movement, or sticky utility."
Vial Ring,Ring,No,100 GP,GSB,-,"A ring containing or concealing a tiny vial, designed for carrying a small amount of liquid or magical substance."
Vineyard Amulet,Wondrous Item,No,100 GP,GSB,-,"A magical amulet associated with vineyards, grapes, and plant growth."
Vola'khesh,Wondrous Item,-,250 GP,EB,-,A magical item associated with the Vola'khesh and its arcane tradition.
Vox Helm,Wondrous Item,No,100 GP,GSB,-,"A magical helm associated with voice, speech, and communication."
Walking Pot,Wondrous Item,No,100 GP,GSB,-,A magical plant pot capable of moving about on its own.
Walloping Ammunition,Weapon,-,50 GP,DMG,Force,Ammunition enchanted to knock targets off balance; on a successful hit it can force a target prone.
Wand of Bubbles,Wand,No,100 GP,GSB,-,A wand that creates harmless bubbles and bubbly magical effects.
Wand of Conducting,Wand,-,100 GP,DMG,-,A wand that assists with musical direction and performance.
Wand of Pyrotechnics,Wand,-,100 GP,DMG,-,"A wand that produces bright, colorful, harmless pyrotechnic displays."
Wand of Torchlight,Wand,No,100 GP,GSB,-,A wand that produces a portable magical torchlight effect.
War Staff,Staff,Attunement,100 GP,EB,-,A staff designed to serve as a dependable magical or martial implement.
Waterwine Goblet,Wondrous Item,No,100 GP,GSB,-,"A magical goblet associated with transforming, purifying, or enhancing water and wine."
Weapon of Showmanship,Weapon (any),No,B+100 GP,GSB,Weapon's normal damage,A flashy magical weapon that produces theatrical effects designed to make its wielder's attacks and performances more dramatic.
Webgrip Rucksack,Wondrous Item,No,100 GP,GSB,-,A magical backpack that uses spiderweb-like grip or webbing to secure its contents and assist climbing.
Whispergust Mote,Wondrous Item,No,100 GP,GSB,-,A tiny magical mote that produces whispers or small gusts of air.
Widemouth Bucket,Wondrous Item,No,100 GP,GSB,-,A magical bucket with an unusually wide opening that makes collecting and transporting materials easier.
Williwig's Time Stopper,Wondrous Item,No,100 GP,GSB,-,A magical time-themed item that can briefly interfere with or pause the passage of time.
Winner's Trophy,Wondrous Item,No,100 GP,GSB,-,A magical trophy that provides a small benefit associated with victory and competition.
Wispy Sour (Common),Potion,No,50 GP,GSB,-,A magical drink that lets the user hover slightly above the ground for a short time; a stronger version can also restore hit points when the drinker drops hostile creatures to 0 hit points.
Wizards' Bout Top,Wondrous Item,No,100 GP,GSB,-,A magical spinning top themed around wizardly contests and arcane play.
Worker's Wondrous Ladder,Rod,No,100 GP,GSB,-,A magical ladder designed to assist workers by changing or adapting its length and placement.
