Name,Type,Attunement,Price,Source,Damage,Description
Dagger of the Ogre Mage,Weapon (shortsword),Yes,400 GP,GSB,Weapon's normal damage,"Dagger of the Ogre Mage is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Dark Mantle,Wondrous Item,Yes,400 GP,GSB,-,"Dark Mantle is a magical garment that grants a protective, movement, concealment, or transformation effect while worn."
Dart of Caltrops,Weapon (dart),No,400 GP,GSB,Weapon's normal damage,"Dart of Caltrops is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Dart of the Macaw,Weapon (blowgun needle or dart),No,400 GP,GSB,Weapon's normal damage,"Dart of the Macaw is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Dead Sun Lamp,Wondrous item,No,400 GP,GSB,-,"Dead Sun Lamp produces or manipulates magical light and may reveal, ward against, or affect creatures within its illumination."
Death Dog Lasher,Weapon (whip),No,400 GP,GSB,Necrotic,"Death Dog Lasher is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Decanter of Endless Water,Wondrous Item,-,400 GP,DMG,-,"This flask produces an endless supply of fresh or salt water, including a powerful geyser effect."
Deck of Illusions,Wondrous Item,-,400 GP,DMG,-,Each card thrown from this deck creates a convincing illusory creature or scene until the effect ends.
Detective's Notebook,Wondrous Item,Yes,400 GP,GSB,-,"Detective's Notebook is a magical written work that grants knowledge, improves a skill, or produces a limited spell-like effect when studied."
Devils Detail Eyepatch,Wondrous Item,No,400 GP,GSB,-,"Devils Detail Eyepatch is a magical visual aid that enhances sight or grants a special way to perceive creatures, objects, or hidden details."
Direstone Dwarven Key,Weapon (handaxe),Yes-Dwarf,400 GP,GSB,Weapon's normal damage,"Direstone Dwarven Key is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Discordant Thunderstave,Weapon (quarterstaff),Yes,400 GP,GSB,Thunder,"Discordant Thunderstave is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Displacement Leathers,Armor (leather),Yes,400 GP,GSB,-,"Displacement Leathers is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Distant Kaleidoscope,Wondrous Item,No,400 GP,GSB,-,"Distant Kaleidoscope is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Divination Key,Wondrous Item,No,400 GP,GSB,-,"Divination Key is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Domclavis,Wondrous Item,No,400 GP,GSB,-,"Domclavis is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Dominic's Field Guide to Language,Wondrous Item,No,400 GP,GSB,-,"Dominic's Field Guide to Language is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Doom Scroll,Scroll,No,400 GP,GSB,-,"Doom Scroll is an uncommon magical scroll that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Doomsday Cookie,Wondrous Item,No,400 GP,GSB,-,"Doomsday Cookie is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Dragon Edge Weapons (Uncommon),Weapon (any slashing or piercing simple weapon),No,400 GP,GSB,Weapon's normal damage,"Dragon Edge Weapons is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Dragonmark Resevoir,Wondrous Item,Attunement,400 GP,EB,-,"Dragonmark Resevoir is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Dragons Call,Wondrous Item,No,400 GP,GSB,-,"Dragons Call is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Dragonscale Whetstone (Uncommon),Wondrous Item,No,400 GP,GSB,-,Dragonscale Whetstone is a magical stone or crystal that stores or releases a limited supernatural effect.
Dramus' Dancing Shoes,Wondrous Item,Yes-Bard,400 GP,GSB,-,Dramus' Dancing Shoes is magical footwear that enhances movement or grants a terrain- or travel-related supernatural benefit.
Dramus' Wand of Noises,Wand,No,400 GP,GSB,-,Dramus' Wand of Noises is a magical wand with a limited-use spell-like or supernatural effect that reflects its name.
Driftglobe,Wondrous Item,-,400 GP,DMG,-,"This small floating sphere sheds magical light, can follow its owner, and can cast daylight once per day."
Dubloon Diver's Goggles,Wondrous Item,No,400 GP,GSB,-,"Dubloon Diver's Goggles is a magical visual aid that enhances sight or grants a special way to perceive creatures, objects, or hidden details."
Dusk Dagger,Weapon (dagger),No,400 GP,GSB,Weapon's normal damage,"Dusk Dagger is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Dust of Disappearance,Wondrous Item,-,200 GP,DMG,-,Throwing this dust makes nearby creatures and carried objects invisible for a short time or until the effect ends.
Dust of Dryness,Wondrous Item,-,200 GP,DMG,-,This dust can absorb a large quantity of water into a tiny pellet or release stored water when the pellet is broken.
Dust of Sneezing and Choking,Wondrous Item,-,200 GP,DMG,-,Creatures exposed to this dust may begin sneezing uncontrollably and become incapacitated until they recover.
Eagle Lords Glove,Wondrous Item,Yes,400 GP,GSB,-,"Eagle Lords Glove is a magical hand-worn item that improves a physical task, attack, defense, or interaction tied to its theme."
Ear Cuff of the Climber,Wondrous Item,No,400 GP,GSB,-,"Ear Cuff of the Climber is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Earcuff of the Vampire Bat,Wondrous Item,Yes,400 GP,GSB,-,"Earcuff of the Vampire Bat is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Eclipse Spear,Weapon (spear),Yes,400 GP,GSB,Weapon's normal damage,"Eclipse Spear is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Egg of Primal Water,Wondrous Item,No,400 GP,GSB,-,"Egg of Primal Water is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Ehagans Moving Ladder,Wondrous Item,No,400 GP,GSB,-,"Ehagans Moving Ladder is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Eldritch Halberd,Weapon (halberd),Yes,400 GP,GSB,Weapon's normal damage,"Eldritch Halberd is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Elemental Gem,Wondrous Item,-,200 GP,DMG,-,Breaking this gem summons an elemental tied to the gem's type.
Enchanted Rug Beater,Wondrous Item,No,400 GP,GSB,-,"Enchanted Rug Beater is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Enspelled Armor (Uncommon),Armor,Attunement,Varies,DMG,Varies,"This magic armor stores a specific spell. While wearing it, the attuned user can expend one of the armor's charges to cast that spell using the item's fixed spellcasting parameters; expended charges return after a long rest or at dawn, depending on the version."
Enspelled Staff (Uncommon),Staff,Attunement,Varies,DMG,Weapon's normal damage / varies,This magic staff stores a specific spell. An attuned wielder can expend charges to cast the stored spell using the staff's fixed spellcasting parameters; it also functions as a magic staff weapon.
Enspelled Weapon (Uncommon),Weapon,Attunement,Varies,DMG,Weapon's normal damage / varies,This magic weapon stores a specific spell. An attuned wielder can expend charges to cast that spell using the item's fixed spellcasting parameters while retaining the weapon's normal combat properties.
Etherean Torch,Wondrous Item,No,400 GP,GSB,-,"Etherean Torch is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Everice Box,Wondrous Item,No,400 GP,GSB,Cold,"Everice Box is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Eversmoking Bottle,Wondrous Item,-,400 GP,DMG,-,Opening this bottle releases thick magical smoke that rapidly fills a large area and heavily obscures it.
Evokers Exchange,Wondrous Item,No,400 GP,GSB,-,"Evokers Exchange is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Explorer's Helm,Wondrous Item,Yes,400 GP,GSB,-,"Explorer's Helm is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Explorer's Machete,Weapon (scimitar),No,400 GP,GSB,Weapon's normal damage,"Explorer's Machete is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Explosive Flail,Weapon (flail),No,400 GP,GSB,Weapon's normal damage,"Explosive Flail is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Eye of the Bookwurm,Wondrous Item,No,400 GP,GSB,-,"Eye of the Bookwurm is a magical written work that grants knowledge, improves a skill, or produces a limited spell-like effect when studied."
Eyedrops of Clarity,Wondrous Item,No,400 GP,GSB,-,"Eyedrops of Clarity is a magical visual aid that enhances sight or grants a special way to perceive creatures, objects, or hidden details."
Eyes of Charming,Wondrous Item,Attunement,400 GP,DMG,-,"These lenses let you cast charm person on a humanoid you can see, using the item's limited charges."
Eyes of Minute Seeing,Wondrous Item,-,400 GP,DMG,-,"While wearing these lenses at close range, you have advantage on Investigation checks that rely on sight."
Eyes of the Beheld,Wondrous Item,No,400 GP,GSB,-,"Eyes of the Beheld is a magical visual aid that enhances sight or grants a special way to perceive creatures, objects, or hidden details."
Eyes of the Eagle,Wondrous Item,-,400 GP,DMG,-,"While wearing these lenses, you have advantage on Perception checks that rely on sight and can see distant details clearly."
Faeflame Torch,Wondrous Item,No,400 GP,GSB,Fire,"Faeflame Torch is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Familiar Lens,Wondrous Item,No,400 GP,GSB,-,"Familiar Lens is a magical visual aid that enhances sight or grants a special way to perceive creatures, objects, or hidden details."
Fanfare Blowgun,Weapon (blowgun),Yes-Bard,400 GP,GSB,Weapon's normal damage,"Fanfare Blowgun is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Felling Greataxe,Weapon (greataxe),No,400 GP,GSB,Weapon's normal damage,"Felling Greataxe is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Festerwood Buckler,Armor (shield),No,400 GP,GSB,-,"Festerwood Buckler is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Festerwood Logger,Weapon (handaxe),No,400 GP,GSB,Weapon's normal damage,"Festerwood Logger is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Fey-Touched Armor,"Armor (light, medium, or heavy)",No,400 GP,GSB,-,"Fey-Touched Armor is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Feywatch Shield,Armor (shield),No,400 GP,GSB,-,"Feywatch Shield is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Feywood Ivy,Wondrous Item,"Yes-Druid, Ranger, Fey Creature",400 GP,GSB,-,"Feywood Ivy is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Fiendish Tethers,Wondrous Item,Yes-Tiefling,400 GP,GSB,-,"Fiendish Tethers is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Figurine of Wondrous Power (Uncommon),Wondrous Item,-,Varies,DMG,Varies,"This small statuette can transform into a living creature for a limited duration. The creature obeys the user, then returns to figurine form and cannot transform again until a recharge period determined by the figurine type."
Final Messenger,Wondrous Item,,400 GP,EB,-,"Final Messenger is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Fireamber Scepter,Rod,Yes-Spellcaster,400 GP,GSB,Fire,Fireamber Scepter is a magical rod or baton that can be activated to produce a specialized utility or combat effect.
Fireweaver Gloves,Wondrous Item,Yes,400 GP,GSB,Fire,"Fireweaver Gloves is a magical hand-worn item that improves a physical task, attack, defense, or interaction tied to its theme."
First Mate's Scabbard,Wondrous Item,No,400 GP,GSB,-,"First Mate's Scabbard is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Fists of the Guiding Star,Wondrous Item,Yes-Monk,400 GP,GSB,-,"Fists of the Guiding Star is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Flail of Slime,Weapon (flail),No,400 GP,GSB,Weapon's normal damage,"Flail of Slime is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Flame Slippers,Wondrous Item,No,400 GP,GSB,Fire,Flame Slippers is magical footwear that enhances movement or grants a terrain- or travel-related supernatural benefit.
Flamebreather Staff,Weapon (quarterstaff),Yes,400 GP,GSB,Fire,"Flamebreather Staff is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Flight of Fancy Fascinator,Wondrous Item,No,400 GP,GSB,-,"Flight of Fancy Fascinator is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Flintlock Rings,Ring,No,400 GP,GSB,-,Flintlock Rings is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Flintstone Club,Weapon (club or greatclub),No,400 GP,GSB,Weapon's normal damage,"Flintstone Club is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Flood Pauldron,Wondrous Item,Yes,400 GP,GSB,-,"Flood Pauldron is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Floral Chime,Wondrous Item,No,400 GP,GSB,-,"Floral Chime is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Focus Circlet,Wondrous Item,Yes-Spellcaster,400 GP,GSB,-,"Focus Circlet is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Focusing Band,Wondrous Item,Yes-Monk,400 GP,GSB,-,"Focusing Band is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Foggy Kettle,Wondrous Item,No,400 GP,GSB,-,"Foggy Kettle is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Folding Cart,Wondrous Item,No,400 GP,GSB,-,"Folding Cart is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Folding Tent,Wondrous Item,No,400 GP,GSB,-,"Folding Tent is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Forest Eye Staff,Staff,"Yes-Druid, Ranger",400 GP,GSB,-,Forest Eye Staff is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Forgekeeper's Spark,Wondrous Item,No,400 GP,GSB,Lightning,"Forgekeeper's Spark is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Fortunes Fivepence,Wondrous Item,Yes,400 GP,GSB,-,"Fortunes Fivepence is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Foursworn Stiletto,Weapon (dagger),No,400 GP,GSB,Weapon's normal damage,"Foursworn Stiletto is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Frefil's Cookie Cutter,Wondrous Item,No,400 GP,GSB,-,"Frefil's Cookie Cutter is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Frefils Jolly Oozebean Sugarbombs,Wondrous Item,No,400 GP,GSB,Acid,"Frefils Jolly Oozebean Sugarbombs is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Frostbitten Buckler,Armor (shield),No,400 GP,GSB,Cold,"Frostbitten Buckler is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Frosty Top Hat,Wondrous Item,No,400 GP,GSB,Cold,"Frosty Top Hat is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Frozen Dagger,Weapon (dagger),Yes,400 GP,GSB,Weapon's normal damage,"Frozen Dagger is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Funeral Marchers,Wondrous Item,No,400 GP,GSB,-,"Funeral Marchers is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Galepierce Weapons,Weapon (any piercing thrown weapon),No,400 GP,GSB,Weapon's normal damage,"Galepierce Weapons is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Gauntlets of Deliverance,Wondrous Item,Yes-Paladin,400 GP,GSB,-,"Gauntlets of Deliverance is a magical hand-worn item that improves a physical task, attack, defense, or interaction tied to its theme."
Gauntlets of Ogre Power,Wondrous Item,Attunement,400 GP,DMG,-,"While wearing these gauntlets, your Strength becomes 19 unless it is already higher."
Gelatinous Whip,Weapon (whip),Yes,400 GP,GSB,Weapon's normal damage,"Gelatinous Whip is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Gem of Brightness,Wondrous Item,-,200 GP,DMG,-,This gem has charges that can emit bright light or unleash flashes capable of blinding creatures.
Gibbering Bell,Wondrous Item,No,400 GP,GSB,-,Gibbering Bell is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Gibbering Candle,Wondrous Item,No,400 GP,GSB,-,Gibbering Candle is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Glaring Armor,Armor (any armor),No,400 GP,GSB,-,"Glaring Armor is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Glass Carver,Weapon (dagger),No,400 GP,GSB,Weapon's normal damage,"Glass Carver is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Gloves of Amphibios,Wondrous Item,Yes,400 GP,GSB,-,"Gloves of Amphibios is a magical hand-worn item that improves a physical task, attack, defense, or interaction tied to its theme."
Gloves of Missile Snaring,Wondrous Item,Attunement,400 GP,DMG,-,"When a ranged weapon attack hits you, you can use your reaction to reduce the damage and potentially catch the missile."
Gloves of Storing,Wondrous Item,-,400 GP,EB,-,Gloves of Storing is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Gloves of Swimming and Climbing,Wondrous Item,Attunement,400 GP,DMG,-,"While wearing these gloves, climbing and swimming no longer cost extra movement and you gain bonuses to related Athletics checks."
Gloves of the Great Badger,Wondrous Item,Yes,400 GP,GSB,-,"Gloves of the Great Badger is a magical hand-worn item that improves a physical task, attack, defense, or interaction tied to its theme."
Gloves of Thievery,Wondrous Item,-,400 GP,DMG,-,"Gloves of Thievery is a magical hand-worn item that improves a physical task, attack, defense, or interaction tied to its theme."
Gnashing Key,Wondrous Item,No,400 GP,GSB,-,"Gnashing Key is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Goggles of Night,Wondrous Item,-,400 GP,DMG,-,"While wearing these goggles, you gain darkvision out to 60 feet or extend existing darkvision by 60 feet."
Golem Clay,Wondrous Item,No,400 GP,GSB,-,"Golem Clay is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Goose Pipes,Wondrous Item,No,400 GP,GSB,-,Goose Pipes is a magical instrument that creates a limited supernatural effect when played.
Grave Lotus Seed (Uncommon),Wondrous Item,No,400 GP,GSB,Necrotic,"Grave Lotus Seed (Uncommon) is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Great Owl's Bow,Weapon (any bow),Yes,400 GP,GSB,Weapon's normal damage,"Great Owl's Bow is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Great Owl's Crown,Wondrous Item,Yes,400 GP,GSB,-,"Great Owl's Crown is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Great Owl's Shroud,Wondrous Item,Yes,400 GP,GSB,-,"Great Owl's Shroud is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Great Owl's Staff,Staff,Yes-Spellcaster,400 GP,GSB,-,Great Owl's Staff is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Griffon Component Pack,Wondrous Item,No,400 GP,GSB,-,"Griffon Component Pack is a magical container with unusual storage, conjuration, retrieval, or utility properties."
Gripping Perfume,Wondrous Item,No,400 GP,GSB,-,"Gripping Perfume is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Grower's Tape,Wondrous Item,No,400 GP,GSB,-,"Grower's Tape is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Gusting Blowgun,Weapon (blowgun),Yes,400 GP,GSB,Weapon's normal damage,"Gusting Blowgun is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Hadiya's Handy Quill,Weapon (dart),Yes,400 GP,GSB,Weapon's normal damage,"Hadiya's Handy Quill is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Hag Eye,Wondrous Item,-,400 GP,DMG,-,"Hag Eye is a magical visual aid that enhances sight or grants a special way to perceive creatures, objects, or hidden details."
Hagstone Amulets,Wondrous Item,No,400 GP,GSB,-,"Hagstone Amulets is a magical neck-worn item that provides a protective, sensory, restorative, or spell-like benefit while worn."
Hammer of the Azer,Weapon (light hammer or warhammer),Yes,400 GP,GSB,Weapon's normal damage,"Hammer of the Azer is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Hammer of the Azer,Weapon (light hammer or warhammer),Yes,400 GP,GSB,Weapon's normal damage,"Hammer of the Azer is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Hammer of Whispers,Weapon (light hammer),Yes,400 GP,GSB,Weapon's normal damage,"Hammer of Whispers is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Hand of the Master,Wondrous Item,Yes,400 GP,GSB,-,"Hand of the Master is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Hand-fed Fork,Wondrous Item,No,400 GP,GSB,-,"Hand-fed Fork is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Harper Pin (Uncommon),Wondrous Item,Attunement,Varies,FRHoF,-,Harper Pin is a magical instrument that creates a limited supernatural effect when played.
Harvest,Weapon (sickle),No,400 GP,GSB,Weapon's normal damage,"Harvest is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Hasty Sugarbombs,Wondrous Item,No,400 GP,GSB,-,"Hasty Sugarbombs is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Hat of Disguise,Wondrous Item,Attunement,400 GP,DMG,-,"While wearing this hat, you can cast disguise self at will; the disguise ends if the hat is removed."
Hat of the False Wizard,Wondrous Item,Yes,400 GP,GSB,-,"Hat of the False Wizard is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Hat of the Sanguine Coven,Wondrous Item,"Yes-Sorcerer, Warlock, Wizard",400 GP,GSB,-,"Hat of the Sanguine Coven is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Hat of the Vanishing Act,Wondrous Item,No,400 GP,GSB,-,"Hat of the Vanishing Act is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Hat of Vortexes,Wondrous Item,Attunement,400 GP,NF,-,"Hat of Vortexes is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Hat Trick,Wondrous Item,No,400 GP,GSB,-,"Hat Trick is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Headband of Intellect,Wondrous Item,Attunement,400 GP,DMG,-,"While wearing this headband, your Intelligence becomes 19 unless it is already higher."
Headdress of the Serpent King,Wondrous Item,Yes,400 GP,GSB,Poison,"Headdress of the Serpent King is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Headhunter's Bullseye Lantern,Wondrous Item,No,400 GP,GSB,-,"Headhunter's Bullseye Lantern produces or manipulates magical light and may reveal, ward against, or affect creatures within its illumination."
Healing Arrow,Weapon (an arrow or bolt),No,400 GP,GSB,Weapon's normal damage,"Healing Arrow is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Hearthfire Mantle,Wondrous Item,No,400 GP,GSB,Fire,"Hearthfire Mantle is a magical garment that grants a protective, movement, concealment, or transformation effect while worn."
Heavenly Hand Chain,Ring,Yes-Cleric,400 GP,GSB,Radiant,Heavenly Hand Chain is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Hedgewitch's Gardening Gloves,Wondrous Item,No,400 GP,GSB,-,"Hedgewitch's Gardening Gloves is a magical hand-worn item that improves a physical task, attack, defense, or interaction tied to its theme."
Hedonic Motivator,Weapon (whip),Yes,400 GP,GSB,Weapon's normal damage,"Hedonic Motivator is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Hellish Hennin,Wondrous item,Yes,400 GP,GSB,-,"Hellish Hennin is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Helm of Awareness,Wondrous Item,-,400 GP,EFotA,-,"Helm of Awareness is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Helm of Comprehending Languages,Wondrous Item,-,400 GP,DMG,-,"While wearing this helm, you can cast comprehend languages at will."
Helm of Telepathy,Wondrous Item,Attunement,400 GP,DMG,-,"Helm of Telepathy is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Helm of the Chameleon,Wondrous Item,No,400 GP,GSB,-,"Helm of the Chameleon is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Helm of the Deep Sea Knight,Wondrous Item,No,400 GP,GSB,-,"Helm of the Deep Sea Knight is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Helm of the Skeleton,Wondrous Item,Yes,400 GP,GSB,-,"Helm of the Skeleton is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Herbalist's Journal,Wondrous Item,No,400 GP,GSB,-,"Herbalist's Journal is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Hero's Cookbook,Wondrous Item,No,400 GP,GSB,-,"Hero's Cookbook is a magical written work that grants knowledge, improves a skill, or produces a limited spell-like effect when studied."
Hexaxe,Weapon (handaxe),Yes-Warlock,400 GP,GSB,Weapon's normal damage,"Hexaxe is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Hideaway Vase,Wondrous Item,No,400 GP,GSB,-,"Hideaway Vase is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Hoarder's Haul (Uncommon),Wondrous Item,No,400 GP,GSB,-,"Hoarder's Haul is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Hobbystead (Uncommon),Wondrous Item,No,400 GP,GSB,-,"Hobbystead is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Holy Eclipse,Weapon (any axe),"Yes-Cleric, Paladin",400 GP,GSB,Radiant,"Holy Eclipse is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Horn of Fog,Wondrous Item,No,400 GP,GSB,-,Horn of Fog is a magical instrument that creates a limited supernatural effect when played.
Houseward (Uncommon),Wondrous Item,,400 GP,EB,-,"Houseward is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Hungry Weapon,Weapon,Attunement,B + 400 GP,EB,Weapon's normal damage,"Hungry Weapon is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Hushed Ring,Ring,Yes,400 GP,GSB,-,Hushed Ring is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Husk Charm,Wondrous Item,No,400 GP,GSB,-,"Husk Charm is a small magical charm that grants a limited protective, utility, or luck-related benefit."
