Name,Type,Attunement,Price,Source,Damage,Description
Couatl Heralds Reach,Weapon,Yes-Good Aligned,"B+4,000 GP",GSB,Weapon's normal damage,"Couatl Heralds Reach is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Couatl Heralds Scales,Armor,Yes-Good Aligned,"B+4,000 GP",GSB,-,"Couatl Heralds Scales is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Courier's Cap,Wondrous Item,Yes,"4,000 GP",GSB,-,"Courier's Cap is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Covolt Ring,Ring,Yes,"4,000 GP",GSB,Lightning,Covolt Ring is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Covolt Scythe,Weapon,Yes,"B+4,000 GP",GSB,Lightning,"Covolt Scythe is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Covolt Star,Weapon,No,"B+4,000 GP",GSB,Lightning,"Covolt Star is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Cranial Cradle,Wondrous Item,Yes,"4,000 GP",GSB,-,"Cranial Cradle is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Crash and Burn,Wondrous Item,Yes,"4,000 GP",GSB,Fire,"Crash and Burn is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Crashing Tide Hammer,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Crashing Tide Hammer is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Crown of the Mindmaster Matriarch,Wondrous Item,Yes-Wizard,"4,000 GP",GSB,Psychic,"Crown of the Mindmaster Matriarch is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Crystal Ball of Farsight,Wondrous Item,Yes,"4,000 GP",GSB,-,"Crystal Ball of Farsight is a rare magical stone or focus that stores, reveals, enhances, or releases a powerful supernatural effect."
Cube of Force,Wondrous Item,Attunement,"4,000 GP",DMG,Force,"This cube can create one of several force barriers that block selected kinds of matter, creatures, or magic."
Cube of Summoning,Wondrous Item,-,"4,000 GP",DMG,Varies,This magic cube can be activated to summon a creature or group of creatures determined by the cube's specific version or face. Summoned creatures remain for a limited duration and follow the item's control rules.
Cube of Teleportation,Wondrous Item,No,"4,000 GP",GSB,-,"Cube of Teleportation is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Cursed Fang,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Cursed Fang is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Daedalus Armor,Armor,Yes,"B+4,000 GP",GSB,-,"Daedalus Armor is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Daern's Instant Fortress,Wondrous Item,Attunement,"4,000 GP",DMG,-,This small metal cube can rapidly expand into a fortified adamantine tower and later shrink again.
Dagger of Venom,Weapon,-,"B+4,000 GP",DMG,Poison,"This magic dagger can be coated in potent magical poison once per day, causing extra poison damage and the poisoned condition on a failed save."
Dawn and Dusk,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Dawn and Dusk is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Dawnbringer,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Dawnbringer is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Dazzling Weapon,Weapon,Attunement,"B+4,000 GP",EFotA,Weapon's normal damage,"Dazzling Weapon is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Dead Ringer,Wondrous Item,No,"4,000 GP",GSB,-,Dead Ringer is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Death Knell,Weapon,Yes,"B+4,000 GP",GSB,Necrotic,"Death Knell is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Death Marker,Weapon,Yes,"B+4,000 GP",GSB,Necrotic,"Death Marker is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Deathloop Watch,Wondrous Item,Yes,"4,000 GP",GSB,Necrotic,"Deathloop Watch is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Deck of Dragons,Wondrous Item,Yes,"4,000 GP",GSB,-,"Deck of Dragons is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Deer Hunters Armor,Armor,Yes,"B+4,000 GP",GSB,-,"Deer Hunters Armor is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Demolitionist's Musket,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Demolitionist's Musket is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Departed Helm,Wondrous Item,Yes,"4,000 GP",GSB,-,"Departed Helm is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Detective's Monocle,Wondrous Item,Yes,"4,000 GP",GSB,-,"Detective's Monocle is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Devil's Golden Fiddle,Wondrous Item,Yes,"4,000 GP",GSB,-,"Devil's Golden Fiddle is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Devil-Beating Brush,Wondrous Item,No,"4,000 GP",GSB,-,"Devil-Beating Brush is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Devotee's Sacrificial Blade,Weapon,Yes-Warlock,"B+4,000 GP",GSB,Weapon's normal damage,"Devotee's Sacrificial Blade is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Dimensional Shackles,Wondrous Item,-,"4,000 GP",DMG,-,These restraints prevent a bound creature from using most forms of extradimensional movement or teleportation.
Direstone Dwarven Pick,Weapon,Yes-Dwarf,"B+4,000 GP",GSB,Weapon's normal damage,"Direstone Dwarven Pick is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Direstone Runic Wand,Wand,Yes-Spellcaster,"4,000 GP",GSB,-,Direstone Runic Wand is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Discharge Gauntlets,Wondrous Item,No,"4,000 GP",GSB,-,"Discharge Gauntlets is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Discordant Blowgun,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Discordant Blowgun is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Diviner's Dice,Wondrous Item,Yes,"4,000 GP",GSB,Cold + Radiant,"Diviner's Dice is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Djinn and Tonic (Rare),Potion,No,"2,000 GP",GSB,-,"The common potion creates a dramatic magical breeze around your hair and clothing for 1 hour. The rare version instead grants gaseous form for 10 minutes without concentration; you can end it as an action, and when you reform a burst of air forces Large or smaller creatures within 30 feet to make a DC 15 Strength save."
Doom Bloom,Wondrous Item,No,"4,000 GP",GSB,-,"Doom Bloom is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Doorway Rapier,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Doorway Rapier is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Doorway Scepter,Rod,Yes,"4,000 GP",GSB,-,"Doorway Scepter is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Draconic Powder Horn,Wondrous Item,No,"4,000 GP",GSB,-,Draconic Powder Horn is a rare magical instrument that creates a significant supernatural effect when played or activated.
Dragon Edge Weapons (Rare),Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Dragon Edge Weapons is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Dragon Slayer,Weapon,-,"B+4,000 GP",DMG,Weapon's normal damage,This magic weapon deals additional damage to dragons.
Dragon Snugglebeast,Wondrous Item,No,"4,000 GP",GSB,-,"Dragon Snugglebeast is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Dragon Turtle Gumbo,Wondrous Item,No,"4,000 GP",GSB,-,"Dragon Turtle Gumbo is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Dragon Turtle Shield,Armor,No,"B+4,000 GP",GSB,-,"Dragon Turtle Shield is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Dragonband,Wondrous Item,No,"4,000 GP",GSB,-,"Dragonband is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Dragonbolt Blaster,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Dragonbolt Blaster is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Dragonbreath Ammunition,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Dragonbreath Ammunition is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Dragonkin Weapon (Rare),Weapon,Yes-Dragonborn,"B+4,000 GP",GSB,Weapon's normal damage,"Dragonkin Weapon is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Dragonscale Whetstone (Rare),Wondrous Item,No,"4,000 GP",GSB,-,"Dragonscale Whetstone is a rare magical stone or focus that stores, reveals, enhances, or releases a powerful supernatural effect."
Dream Saber,Weapon,Yes,"B+4,000 GP",GSB,Psychic,"Dream Saber is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Dress of Defense,Wondrous Item,No,"4,000 GP",GSB,-,"Dress of Defense is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Drill Lance,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Drill Lance is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Druidic Chain,Armor,"Yes-Druid, Ranger","B+4,000 GP",GSB,-,"Druidic Chain is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Druidic Throwing Club,Weapon,"Yes-Druid, Ranger, Nature Cleric, OoA Paladin","B+4,000 GP",GSB,Weapon's normal damage,"Druidic Throwing Club is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Dryad's Key,Wondrous Item,No,"4,000 GP",GSB,-,"Dryad's Key is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Duck Cover Cane,Rod,No,"4,000 GP",GSB,-,"Duck Cover Cane is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Dune Cowl,Wondrous Item,No,"4,000 GP",GSB,-,"Dune Cowl is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Dusk Cleaver,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Dusk Cleaver is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Dwarven Boozehound's Backpack,Wondrous Item,No,"4,000 GP",GSB,Acid,"Dwarven Boozehound's Backpack is a rare magical storage or utility item with extradimensional, conjuration, retrieval, or transformation properties."
Dwarven Iron Axe,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Dwarven Iron Axe is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Elder Sequoia Scale Mail,Armor,Yes-Druid,"B+4,000 GP",GSB,-,"Elder Sequoia Scale Mail is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Eldritch Bident,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Eldritch Bident is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Eldritch Scarf,Wondrous Item,No,"4,000 GP",GSB,-,"Eldritch Scarf is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Electric Gittern,Wondrous Item,No,"4,000 GP",GSB,Lightning,"Electric Gittern is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Elemental Dial,Ring,Yes,"4,000 GP",GSB,-,Elemental Dial is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Elixir of Health,Potion,-,"2,000 GP",DMG,-,"Elixir of Health is a rare consumable magical preparation that produces a powerful temporary restorative, transformative, protective, or supernatural effect when used."
Elven Chain,Armor,-,"B+4,000 GP",DMG,-,This exceptionally light chain shirt can be worn effectively even by creatures that are not normally proficient with medium armor.
Emberlit Boots,Wondrous Item,Yes,"4,000 GP",GSB,Fire,Emberlit Boots is rare magical footwear that significantly improves movement or grants a supernatural travel ability.
Enchantment Breaker,Ring,No,"4,000 GP",GSB,-,Enchantment Breaker is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Encyclopedia Creature Obscura,Wondrous Item,No,"4,000 GP",GSB,-,"Encyclopedia Creature Obscura is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Ennervating Crystal Sword,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Ennervating Crystal Sword is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Enspelled Armor (Rare),Armor,Attunement,Varies,DMG,Varies,"This magic armor stores a specific spell. While wearing it, the attuned user can expend one of the armor's charges to cast that spell using the item's fixed spellcasting parameters; expended charges return after a long rest or at dawn, depending on the version."
Enspelled Staff (Rare),Staff,Attunement,Varies,DMG,Weapon's normal damage / varies,This magic staff stores a specific spell. An attuned wielder can expend charges to cast the stored spell using the staff's fixed spellcasting parameters; it also functions as a magic staff weapon.
Enspelled Weapon (Rare),Weapon,Attunement,Varies,DMG,Weapon's normal damage / varies,This magic weapon stores a specific spell. An attuned wielder can expend charges to cast that spell using the item's fixed spellcasting parameters while retaining the weapon's normal combat properties.
Enzymatic Gastrostaff,Staff,No,"4,000 GP",GSB,-,Enzymatic Gastrostaff is a rare magical staff that serves as a weapon or focus and carries one or more significant magical abilities.
Espionage Deck,Wondrous Item,No,"4,000 GP",GSB,-,"Espionage Deck is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Essence of Rage,Potion,No,"2,000 GP",GSB,-,"Essence of Rage is a rare consumable magical preparation that produces a powerful temporary restorative, transformative, protective, or supernatural effect when used."
Ethereal Zipper Charm,Wondrous Item,No,"4,000 GP",GSB,-,"Ethereal Zipper Charm is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Everglacier Prosthesis,Wondrous Item,Yes-Missing a Limb,"4,000 GP",GSB,Cold,"Everglacier Prosthesis is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Eye of Dendallen,Wondrous Item,Yes,"4,000 GP",GSB,-,"Eye of Dendallen is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Faerie Firework Launcher,Weapon,Yes,"B+4,000 GP",GSB,Fire,"Faerie Firework Launcher is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Failed Purity Spear,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Failed Purity Spear is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Faithful Hound's Toy,Wondrous Item,Yes,"4,000 GP",GSB,-,"Faithful Hound's Toy is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Fang Keeper,Wondrous Item,Yes,"4,000 GP",GSB,-,"Fang Keeper is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Ferrymans Take,Wondrous Item,No,"4,000 GP",GSB,-,"Ferrymans Take is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Festerwood Claymore,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Festerwood Claymore is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Festerwood Vizard,Wondrous Item,Yes,"4,000 GP",GSB,-,"Festerwood Vizard is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Fey Wanderer's Cloak,Wondrous Item,Yes,"4,000 GP",GSB,-,Fey Wanderer's Cloak is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Field Healers Pauldron,Wondrous Item,Yes,"4,000 GP",GSB,-,"Field Healers Pauldron is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Fife of Dragonsong,Weapon,Yes-Bard,"B+4,000 GP",GSB,Weapon's normal damage,"Fife of Dragonsong is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Fight Picker,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Fight Picker is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Figurine of Wondrous Power (Rare),Wondrous Item,-,Varies,DMG,Varies,"This small statuette can transform into a living creature for a limited duration. The creature obeys the user, then returns to figurine form and cannot transform again until a recharge period determined by the figurine type."
Fire Brigade Staff,Staff,Yes,"4,000 GP",GSB,Fire,Fire Brigade Staff is a rare magical staff that serves as a weapon or focus and carries one or more significant magical abilities.
Fire Dervish Cloak,Wondrous Item,Yes,"4,000 GP",GSB,-,"Fire Dervish Cloak is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Fire Fire,Weapon,Yes,"B+4,000 GP",GSB,Fire,"Fire Fire is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Fire Wand of the Unbroken Circle,Wand,Yes-Druid,"4,000 GP",GSB,Fire,Fire Wand of the Unbroken Circle is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Fish Ripper,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Fish Ripper is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Flame Tongue,Weapon,Attunement,"B+4,000 GP",DMG,Fire,"When ignited by command, this magic weapon sheds light and deals additional fire damage on successful hits."
Focus Breaker,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Focus Breaker is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Foldable Pet,Wondrous Item,No,"4,000 GP",GSB,-,"Foldable Pet is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Folding Boat,Wondrous Item,-,"4,000 GP",DMG,-,"Folding Boat is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Fool's Mantle,Wondrous Item,Yes,"4,000 GP",GSB,-,"Fool's Mantle is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Force Gauntlet,Wondrous Item,Yes,"4,000 GP",GSB,Force,"Force Gauntlet is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Force Safe,Wondrous Item,No,"4,000 GP",GSB,Force,"Force Safe is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Forgefire Hammer,Weapon,Yes,"B+4,000 GP",GSB,Fire,"Forgefire Hammer is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Forgework Dragon Shield,Armor,No,"B+4,000 GP",GSB,-,"Forgework Dragon Shield is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Fork of Eddy Summoning,Wondrous Item,-,"4,000 GP",NF,-,"Fork of Eddy Summoning is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Four Winds Aegis,Armor,Yes,"B+4,000 GP",GSB,-,"Four Winds Aegis is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Frost Giant Fork,Weapon,Yes,"B+4,000 GP",GSB,Cold,"Frost Giant Fork is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Frostfell Cloak,Wondrous Item,Yes,"4,000 GP",GSB,-,"Frostfell Cloak is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Fulgurite Spear,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Fulgurite Spear is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Fused Chimeric Hide,Armor,"Yes-Barbarian, Druid","B+4,000 GP",GSB,-,"Fused Chimeric Hide is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Fyre Shredder,Weapon,Yes-Bard,"B+4,000 GP",GSB,Weapon's normal damage,"Fyre Shredder is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Galvanic Steelsnare,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Galvanic Steelsnare is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Gambler's Bow,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Gambler's Bow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Game Changer's Eye,Wondrous Item,Yes-Missing an Eye,"4,000 GP",GSB,-,"Game Changer's Eye is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Gauntlets of Eldritch Ferocity,Wondrous Item,Yes-Warlock,"4,000 GP",GSB,-,"Gauntlets of Eldritch Ferocity is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Gauntlets of Grace,Wondrous Item,Yes-Paladin,"4,000 GP",GSB,-,"Gauntlets of Grace is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Gauntlets of the Midnight Leopard,Wondrous Item,Yes,"4,000 GP",GSB,-,"Gauntlets of the Midnight Leopard is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Gauntlets of the Storm Sailor,Wondrous Item,Yes,"4,000 GP",GSB,-,"Gauntlets of the Storm Sailor is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Gem of Seeing,Wondrous Item,Attunement,"4,000 GP",DMG,-,This gem has charges that grant truesight for a short duration when looked through.
Gemini Mask,Wondrous Item,Yes,"4,000 GP",GSB,-,"Gemini Mask is a rare magical stone or focus that stores, reveals, enhances, or releases a powerful supernatural effect."
Gentleman's Saber,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Gentleman's Saber is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Gi of Shifting Seasons,Wondrous Item,Yes-Monk,"4,000 GP",GSB,-,"Gi of Shifting Seasons is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Giant Captain's Hook,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Giant Captain's Hook is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Giant Slayer,Weapon,-,"B+4,000 GP",DMG,Weapon's normal damage,"This magic weapon grants a bonus to attack and damage rolls. Against giants, successful hits deal extra damage, and a giant struck by it may be knocked prone if it fails a Strength saving throw."
Giantcraft Ambusher,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Giantcraft Ambusher is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Gibberbox,Wondrous Item,No,"4,000 GP",GSB,-,"Gibberbox is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Gilded Ticket,Wondrous Item,No,"4,000 GP",GSB,-,"Gilded Ticket is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Glaive of the Forest,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Glaive of the Forest is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Glamoured Studded Leather,Armor,-,"B+4,000 GP",DMG,-,"This +1 studded leather armor can change its appearance on command, including looking like ordinary clothing or another kind of armor, without changing its actual protective properties."
Gloom Shield,Armor,Yes,"B+4,000 GP",GSB,-,"Gloom Shield is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Glove of the Aegis,Wondrous Item,Yes,"4,000 GP",GSB,-,"Glove of the Aegis is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Glove of the Grim Fandango,Wondrous Item,Yes-Bard,"4,000 GP",GSB,-,"Glove of the Grim Fandango is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Gloves of Healing,Wondrous Item,No,"4,000 GP",GSB,-,"Gloves of Healing is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Gloves of the Deft Duelist,Wondrous Item,Yes,"4,000 GP",GSB,-,"Gloves of the Deft Duelist is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Gloves of the Gadgeteer,Wondrous Item,No,"4,000 GP",GSB,-,"Gloves of the Gadgeteer is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Gloves of the Magpie,Wondrous Item,Yes,"4,000 GP",GSB,-,"Gloves of the Magpie is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Golem Sapper,Wondrous Item,No,"4,000 GP",GSB,-,"Golem Sapper is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Gorgon Potion,Potion,No,"2,000 GP",GSB,-,"Gorgon Potion is a rare consumable magical preparation that produces a powerful temporary restorative, transformative, protective, or supernatural effect when used."
Gorgon War Pick,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Gorgon War Pick is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Gossiper's Ear Cuff,Wondrous Item,No,"4,000 GP",GSB,-,"Gossiper's Ear Cuff is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Grave Digger,Weapon,Yes,"B+4,000 GP",GSB,Necrotic,"Grave Digger is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Grave Lotus Seed (Rare),Wondrous Item,No,"4,000 GP",GSB,Necrotic,"Grave Lotus Seed (Rare) is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Grave Trodders,Wondrous Item,Yes,"4,000 GP",GSB,Necrotic,"Grave Trodders is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Great Owl's Pocket Library,Wondrous Item,No,"4,000 GP",GSB,-,"Great Owl's Pocket Library is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Greatstone's Grasp,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Greatstone's Grasp is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Greaves of Dendallen,Wondrous Item,Yes,"4,000 GP",GSB,-,"Greaves of Dendallen is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
